"PointID","x","y","Density","Momentum_x","Momentum_y","Energy","Turb_Kin_Energy","Omega","Pressure","Temperature","Mach","Pressure_Coefficient","Velocity_x","Velocity_y","Laminar_Viscosity","Skin_Friction_Coefficient_x","Skin_Friction_Coefficient_y","Heat_Flux","Y_Plus","Eddy_Viscosity"
1998, 5.310725803672874e-01, 4.103390438958224e-02, 4.451059985476917e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.428915486483584e+05, 1.000000000000000e-10, 1.181183163700826e+12, 5.715661945934332e+04, 4.473355699944802e+02, 0.000000000000000e+00, -1.321351057977827e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.473200179560576e-05, 2.348498649498312e-03, -2.615156792482405e-04, 1.864251889782135e+03, 1.147753801427780e-01, 3.768438285468483e-23
1999, 5.280969452212163e-01, 4.137538370396705e-02, 4.380760344885821e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.405098580488393e+05, 1.000000000000000e-10, 1.199413421701023e+12, 5.620394321953569e+04, 4.469383655734238e+02, 0.000000000000000e+00, -1.368153387473056e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.471667108939579e-05, 2.351104798947989e-03, -2.743843863988877e-04, 2.074347392423660e+03, 1.140331210408678e-01, 3.652555650698295e-23
2000, 5.251226401496015e-01, 4.172828887489750e-02, 4.351232163697925e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.397625492396036e+05, 1.000000000000000e-10, 1.208770104468839e+12, 5.590501969584139e+04, 4.475781677228885e+02, 0.000000000000000e+00, -1.382838667387920e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.474136167689103e-05, 2.370745593474920e-03, -2.818093190958621e-04, 2.234161999094392e+03, 1.140221119476786e-01, 3.599858879558771e-23
2001, 5.221484868542934e-01, 4.208247391502409e-02, 4.363500408439711e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.406780730290074e+05, 1.000000000000000e-10, 1.208498184676335e+12, 5.627122921160291e+04, 4.492434217897749e+02, 0.000000000000000e+00, -1.364847814142310e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.480553794428511e-05, 2.405116513727686e-03, -2.827710590240277e-04, 2.342965608266731e+03, 1.147013654452466e-01, 3.610823233088264e-23
2002, 5.191732896304105e-01, 4.242775775185818e-02, 4.417489125250851e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.432602020704478e+05, 1.000000000000000e-10, 1.198630241305160e+12, 5.730408082817907e+04, 4.518979872352720e+02, 0.000000000000000e+00, -1.314106691755928e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.490758062817236e-05, 2.453430624476830e-03, -2.768007019368028e-04, 2.397050085337657e+03, 1.160537694590021e-01, 3.685595098268361e-23
2003, 5.161959552091034e-01, 4.275404983865185e-02, 4.510516491074387e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.474122195470970e+05, 1.000000000000000e-10, 1.180221416487643e+12, 5.896488781883875e+04, 4.554047403688859e+02, 0.000000000000000e+00, -1.232515871331427e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.504189567973610e-05, 2.515435223494092e-03, -2.631566722527255e-04, 2.386804286325260e+03, 1.180538803408484e-01, 3.821908359154731e-23
2004, 5.132155633983804e-01, 4.305103574159551e-02, 4.645734453548556e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.532725414156012e+05, 1.000000000000000e-10, 1.153381836274372e+12, 6.130901656624045e+04, 4.597273197450169e+02, 0.000000000000000e+00, -1.117355356740147e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.520670509124841e-05, 2.591316225563170e-03, -2.408109045063706e-04, 2.312939857634359e+03, 1.207411229695868e-01, 4.028081446544680e-23
2005, 5.102314944008300e-01, 4.330832692300150e-02, 4.825325294549260e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.609406352483873e+05, 1.000000000000000e-10, 1.118822962961463e+12, 6.437625409935490e+04, 4.647607583023092e+02, 0.000000000000000e+00, -9.666705220958588e-02, 0.000000000000000e+00, 0.000000000000000e+00, 2.539758328387729e-05, 2.680848721200831e-03, -2.084802699050649e-04, 2.162538682450007e+03, 1.241416957309262e-01, 4.313015265542311e-23
2006, 5.072435393936056e-01, 4.351545925290698e-02, 5.050282248011697e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.704464114018698e+05, 1.000000000000000e-10, 1.077706781296591e+12, 6.817856456074791e+04, 4.702865390250692e+02, 0.000000000000000e+00, -7.798736024065371e-02, 0.000000000000000e+00, 0.000000000000000e+00, 2.560586944373807e-05, 2.784050837537203e-03, -1.645403464911298e-04, 1.925080328340921e+03, 1.282917182586397e-01, 4.686296377312541e-23
2007, 5.042520051607490e-01, 4.366172105580163e-02, 5.348494350122421e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.828836224387959e+05, 1.000000000000000e-10, 1.026761870749065e+12, 7.315344897551832e+04, 4.764678598459690e+02, 0.000000000000000e+00, -5.354713911917615e-02, 0.000000000000000e+00, 0.000000000000000e+00, 2.583732531870085e-05, 2.898307842635034e-03, -1.070246245400866e-04, 1.557380766358900e+03, 1.334320188972937e-01, 5.209247411700937e-23
2008, 5.012578523194564e-01, 4.373649026358901e-02, 5.711697827955947e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.978633509390367e+05, 1.000000000000000e-10, 9.700565815612134e+11, 7.914534037561463e+04, 4.827146428264379e+02, 0.000000000000000e+00, -2.411064601806115e-02, 0.000000000000000e+00, 0.000000000000000e+00, 2.606960955972031e-05, 3.011579083777903e-03, -3.421431312664319e-05, 1.106866153826252e+03, 1.392643950005787e-01, 5.888154039219463e-23
2009, 4.982627904869573e-01, 4.372976405269172e-02, 6.115693819179537e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.143950342799561e+05, 1.000000000000000e-10, 9.133867881783655e+11, 8.575801371198239e+04, 4.884941019150131e+02, 0.000000000000000e+00, 8.375575785422806e-03, 0.000000000000000e+00, 0.000000000000000e+00, 2.628308949735305e-05, 3.109479383340735e-03, 4.861487694942556e-05, 6.323077459903910e+02, 1.452434012335362e-01, 6.695766514791615e-23
2010, 4.952689617108583e-01, 4.364285748970396e-02, 6.511711755081153e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.305502834612600e+05, 1.000000000000000e-10, 8.636921074895547e+11, 9.222011338450394e+04, 4.933564712900196e+02, 0.000000000000000e+00, 4.012207112841928e-02, 0.000000000000000e+00, 0.000000000000000e+00, 2.646164923689391e-05, 3.182093071425016e-03, 1.295545001802822e-04, 1.798934307190264e+02, 1.506389140433769e-01, 7.539524380677307e-23
2011, 4.922779557894611e-01, 4.348609981959357e-02, 6.874873085398397e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.453571134818998e+05, 1.000000000000000e-10, 8.225532719630896e+11, 9.814284539275986e+04, 4.973066940447658e+02, 0.000000000000000e+00, 6.921880340530533e-02, 0.000000000000000e+00, 0.000000000000000e+00, 2.660601923866326e-05, 3.231755202304657e-03, 2.014188649385086e-04, -2.344823901706829e+02, 1.552224257451935e-01, 8.358084676877302e-23
2012, 4.892906149299980e-01, 4.327025754093588e-02, 7.189635096136783e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.581551241068363e+05, 1.000000000000000e-10, 7.898228234045482e+11, 1.032620496427344e+05, 5.003388634507639e+02, 0.000000000000000e+00, 9.436802766947563e-02, 0.000000000000000e+00, 0.000000000000000e+00, 2.671642006544469e-05, 3.262046706212514e-03, 2.623527790429546e-04, -5.910485600154641e+02, 1.589187996746246e-01, 9.102943710762026e-23
2013, 4.863071621140935e-01, 4.300589384619610e-02, 7.453242222908377e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.688135651514435e+05, 1.000000000000000e-10, 7.642113472063291e+11, 1.075254260605773e+05, 5.025696773482627e+02, 0.000000000000000e+00, 1.153128082289616e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.679741455527196e-05, 3.277019265476297e-03, 3.114443876331980e-04, -8.863365203616063e+02, 1.617875078825286e-01, 9.752932957851420e-23
2014, 4.833273114466050e-01, 4.270351158944808e-02, 7.661276562049077e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.771409356817055e+05, 1.000000000000000e-10, 7.449766395913219e+11, 1.108563742726821e+05, 5.040688677823574e+02, 0.000000000000000e+00, 1.316768287891837e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.685173746464853e-05, 3.279187898354013e-03, 3.481164332789882e-04, -1.116230479888034e+03, 1.638413106978730e-01, 1.028397376096851e-22
2015, 4.803503830356773e-01, 4.237352609207928e-02, 7.809332450422251e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.829477517665141e+05, 1.000000000000000e-10, 7.316517018329946e+11, 1.131791007066056e+05, 5.048736124278270e+02, 0.000000000000000e+00, 1.430877366449012e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.688086145651984e-05, 3.270577980551470e-03, 3.722394555385329e-04, -1.273120460390210e+03, 1.650881719691688e-01, 1.067360865682869e-22
2016, 4.773754344570799e-01, 4.202610121636181e-02, 7.893357019402165e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.860805115658002e+05, 1.000000000000000e-10, 7.240187512884288e+11, 1.144322046263200e+05, 5.050296357619157e+02, 0.000000000000000e+00, 1.492438870863229e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.688650510876432e-05, 3.253431464496052e-03, 3.839507366777691e-04, -1.351492072855370e+03, 1.655427021413541e-01, 1.090217796030731e-22
2017, 4.744013360428487e-01, 4.167145475590592e-02, 7.910660437403532e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.864648501929676e+05, 1.000000000000000e-10, 7.220199501316238e+11, 1.145859400771870e+05, 5.046019615739350e+02, 0.000000000000000e+00, 1.499991465255662e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.687103310680750e-05, 3.230258550474204e-03, 3.835957888772662e-04, -1.350268261286041e+03, 1.652348865908371e-01, 1.095632077179821e-22
2018, 4.714268942064377e-01, 4.131970729944816e-02, 7.861606628206956e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.841707285651803e+05, 1.000000000000000e-10, 7.256247205763539e+11, 1.136682914260720e+05, 5.036842468762279e+02, 0.000000000000000e+00, 1.454909943605655e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.683780907691380e-05, 3.204360606812847e-03, 3.718339395395433e-04, -1.278234421597502e+03, 1.642378330156299e-01, 1.083429469717714e-22
2019, 4.684509462856569e-01, 4.098097164969489e-02, 7.755271926088725e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.796278761987561e+05, 1.000000000000000e-10, 7.343227096465963e+11, 1.118511504795024e+05, 5.024279262061278e+02, 0.000000000000000e+00, 1.365638871475424e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.679227372597090e-05, 3.181642060459784e-03, 3.509501944693263e-04, -1.160352898849713e+03, 1.627687194879116e-01, 1.056116678628829e-22
2020, 4.654727170481935e-01, 4.066293334691602e-02, 7.626756442704024e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.742763931759769e+05, 1.000000000000000e-10, 7.453734441020858e+11, 1.097105572703907e+05, 5.011167146048850e+02, 0.000000000000000e+00, 1.260477490828075e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.674468359629241e-05, 3.166617101528242e-03, 3.274736647121472e-04, -1.029990225629145e+03, 1.612606139490634e-01, 1.023218362558469e-22
2021, 4.624924303549099e-01, 4.036477556866391e-02, 7.510080055109394e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.694747350375451e+05, 1.000000000000000e-10, 7.558021421104742e+11, 1.077898940150180e+05, 4.999928843694265e+02, 0.000000000000000e+00, 1.166120656080646e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.670384119964656e-05, 3.157605326469176e-03, 3.067243085551896e-04, -9.111241921426224e+02, 1.599888104491407e-01, 9.936634187056047e-23
2022, 4.595104760394608e-01, 4.008377158926600e-02, 7.410767781757605e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.654158253265436e+05, 1.000000000000000e-10, 7.649627623160740e+11, 1.061663301306174e+05, 4.990613600799441e+02, 0.000000000000000e+00, 1.086359485706947e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.666995025030773e-05, 3.151008438002546e-03, 2.892578338857446e-04, -8.072700162896657e+02, 1.589231706989132e-01, 9.687823811601698e-23
2023, 4.565271979125262e-01, 3.981717620520342e-02, 7.331892686883767e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.622316234832370e+05, 1.000000000000000e-10, 7.724743831081121e+11, 1.048926493932947e+05, 4.983785021786512e+02, 0.000000000000000e+00, 1.023787099570880e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.664508477478529e-05, 3.147835055892210e-03, 2.750921074120996e-04, -7.250018489672761e+02, 1.581118665459393e-01, 9.491517280075955e-23
2024, 4.535428982623551e-01, 3.956225965560328e-02, 7.268417082709846e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.596843500410857e+05, 1.000000000000000e-10, 7.786575950881384e+11, 1.038737400164342e+05, 4.978474348061196e+02, 0.000000000000000e+00, 9.737309205784918e-02, 0.000000000000000e+00, 0.000000000000000e+00, 2.662573393539371e-05, 3.145592133465755e-03, 2.639726104029855e-04, -6.559307220893361e+02, 1.574608556385344e-01, 9.334634979054758e-23
2025, 4.505578513924766e-01, 3.931623904728863e-02, 7.223333021676597e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.579182457623192e+05, 1.000000000000000e-10, 7.831977572451636e+11, 1.031672983049276e+05, 4.975477481870471e+02, 0.000000000000000e+00, 9.390254074465801e-02, 0.000000000000000e+00, 0.000000000000000e+00, 2.661480917537806e-05, 3.146496602106975e-03, 2.560745383196949e-04, -6.105623695528262e+02, 1.570423327037167e-01, 9.222960545434597e-23
2026, 4.475723051414614e-01, 3.907634879337518e-02, 7.193405713078066e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.567699707635340e+05, 1.000000000000000e-10, 7.862912185463624e+11, 1.027079883054135e+05, 4.973933937398062e+02, 0.000000000000000e+00, 9.164607868131820e-02, 0.000000000000000e+00, 0.000000000000000e+00, 2.660918096928289e-05, 3.148691960685817e-03, 2.512177630072202e-04, -5.808658464181344e+02, 1.567943958878938e-01, 9.148617137154861e-23
2027, 4.445864908088170e-01, 3.883981522855161e-02, 7.179806193845404e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.562892966193157e+05, 1.000000000000000e-10, 7.877912527045396e+11, 1.025157186477262e+05, 4.974026381962909e+02, 0.000000000000000e+00, 9.070151141963929e-02, 0.000000000000000e+00, 0.000000000000000e+00, 2.660951807506940e-05, 3.153322100923547e-03, 2.495081426279341e-04, -5.695966623853225e+02, 1.567551529121213e-01, 9.113936891953227e-23
2028, 4.416006324702180e-01, 3.860383729315530e-02, 7.184953400762730e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.565770739288349e+05, 1.000000000000000e-10, 7.874440849256875e+11, 1.026308295715339e+05, 4.976044194484855e+02, 0.000000000000000e+00, 9.126701931827597e-02, 0.000000000000000e+00, 0.000000000000000e+00, 2.661687533711752e-05, 3.160395281117996e-03, 2.509469107829034e-04, -5.831125080157859e+02, 1.569454401589496e-01, 9.124490192939619e-23
2029, 4.386149494900879e-01, 3.836565307057704e-02, 7.205822188958638e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.574829769053951e+05, 1.000000000000000e-10, 7.854966370224192e+11, 1.029931907621580e+05, 4.979151228101219e+02, 0.000000000000000e+00, 9.304719889358447e-02, 0.000000000000000e+00, 0.000000000000000e+00, 2.662820094182587e-05, 3.167708817889435e-03, 2.553179454305238e-04, -6.117405822982751e+02, 1.572955495715486e-01, 9.173677840416284e-23
2030, 4.356296611922650e-01, 3.812257584945753e-02, 7.237658930106609e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.588130670112236e+05, 1.000000000000000e-10, 7.824369694524906e+11, 1.035252268044894e+05, 4.982856985414719e+02, 0.000000000000000e+00, 9.566094374372980e-02, 0.000000000000000e+00, 0.000000000000000e+00, 2.664170402767287e-05, 3.173850765372532e-03, 2.614851107396158e-04, -6.489515373877789e+02, 1.577268541299509e-01, 9.250237096425198e-23
2031, 4.326448430818621e-01, 3.787379190548568e-02, 7.270272115922136e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.601582412535328e+05, 1.000000000000000e-10, 7.792916198067551e+11, 1.040632965014131e+05, 4.986286844578678e+02, 0.000000000000000e+00, 9.830433025790444e-02, 0.000000000000000e+00, 0.000000000000000e+00, 2.665419699190952e-05, 3.177875166559726e-03, 2.675541332371960e-04, -6.865065608904169e+02, 1.581196563003193e-01, 9.329418797232947e-23
2032, 4.296604453184889e-01, 3.762001099227881e-02, 7.298419763346059e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.613090110490241e+05, 1.000000000000000e-10, 7.765761510314229e+11, 1.045236044196096e+05, 4.989027353462506e+02, 0.000000000000000e+00, 1.005656948177097e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.666417574398010e-05, 3.180256796019229e-03, 2.727068510672267e-04, -7.198147496291741e+02, 1.584358829218636e-01, 9.398283877572341e-23
2033, 4.266764103940517e-01, 3.736199912002986e-02, 7.321693185930100e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.622494500449219e+05, 1.000000000000000e-10, 7.743228061610369e+11, 1.048997800179687e+05, 4.991066965312719e+02, 0.000000000000000e+00, 1.024137407295113e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.667160047792858e-05, 3.181567251496837e-03, 2.769587674295609e-04, -7.471045425280096e+02, 1.586856415723383e-01, 9.455688338281924e-23
2034, 4.236926780296093e-01, 3.710051058823834e-02, 7.340804566389467e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.630157266314751e+05, 1.000000000000000e-10, 7.724700354715259e+11, 1.052062906525900e+05, 4.992618617072160e+02, 0.000000000000000e+00, 1.039195420832043e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.667724781589564e-05, 3.182297571220002e-03, 2.803506122268487e-04, -7.700985580696282e+02, 1.588844162005656e-01, 9.503106494816582e-23
2035, 4.207091849766700e-01, 3.683630494416521e-02, 7.355256399401290e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.635872877981677e+05, 1.000000000000000e-10, 7.710590707774022e+11, 1.054349151192671e+05, 4.993637141330695e+02, 0.000000000000000e+00, 1.050427103929601e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.668095428945266e-05, 3.182389207474902e-03, 2.828708262512586e-04, -7.878125831904080e+02, 1.590264360612011e-01, 9.539237547185309e-23
2036, 4.177258658049909e-01, 3.657014268097562e-02, 7.365374993346099e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.639812131392395e+05, 1.000000000000000e-10, 7.700616668603182e+11, 1.055924852556957e+05, 4.994229481434137e+02, 0.000000000000000e+00, 1.058168085740203e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.668310966560200e-05, 3.182018820375833e-03, 2.845377069011609e-04, -8.012857910332548e+02, 1.591174235754348e-01, 9.564731154534982e-23
2037, 4.147426544179276e-01, 3.630277481151196e-02, 7.370574773310514e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.641695502974139e+05, 1.000000000000000e-10, 7.695222297617633e+11, 1.056678201189655e+05, 4.994266776118919e+02, 0.000000000000000e+00, 1.061869077688885e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.668324536695704e-05, 3.180944706134222e-03, 2.853281956654177e-04, -8.081418207939631e+02, 1.591478710806248e-01, 9.578192810973243e-23
2038, 4.117594828660662e-01, 3.603496290393349e-02, 7.371902189636695e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.642057058025785e+05, 1.000000000000000e-10, 7.693608161437239e+11, 1.056822823210313e+05, 4.994050903123535e+02, 0.000000000000000e+00, 1.062579565384525e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.668245987864319e-05, 3.179677764305457e-03, 2.852865039939815e-04, -8.120500007950372e+02, 1.591353463807759e-01, 9.581926374141926e-23
2039, 4.087762834779727e-01, 3.576746109950667e-02, 7.368198949669543e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.640349365127303e+05, 1.000000000000000e-10, 7.696719547229584e+11, 1.056139746050920e+05, 4.993331375852768e+02, 0.000000000000000e+00, 1.059223797606478e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.667984163235028e-05, 3.177586285784178e-03, 2.843602952394329e-04, -8.098687199906956e+02, 1.590570056733127e-01, 9.573241314373000e-23
2040, 4.057929887372331e-01, 3.550102491470886e-02, 7.359925543854836e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.636799819888753e+05, 1.000000000000000e-10, 7.704209701772897e+11, 1.054719927955501e+05, 4.992224141644633e+02, 0.000000000000000e+00, 1.052248626866569e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.667581218609951e-05, 3.175449665861319e-03, 2.827586602795447e-04, -8.025391596833272e+02, 1.589351088848046e-01, 9.553196270985676e-23
2041, 4.028095547955566e-01, 3.523615234452004e-02, 7.350565822982431e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.632896873870642e+05, 1.000000000000000e-10, 7.712924857299489e+11, 1.053158749548256e+05, 4.991182093307510e+02, 0.000000000000000e+00, 1.044578992297805e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.667201952614481e-05, 3.174209275518713e-03, 2.810340020832243e-04, -7.951584633148861e+02, 1.588220146294667e-01, 9.530267347262622e-23
2042, 3.998259927255444e-01, 3.497272680200630e-02, 7.342587803549359e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.629619136866395e+05, 1.000000000000000e-10, 7.720465930750747e+11, 1.051847654746557e+05, 4.990384858335565e+02, 0.000000000000000e+00, 1.038137948809518e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.666911760689633e-05, 3.173565853938248e-03, 2.795393278111321e-04, -7.900570898475083e+02, 1.587338313474727e-01, 9.510624955799645e-23
2043, 3.968423218573466e-01, 3.471053656680752e-02, 7.335521618520324e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.626696884133650e+05, 1.000000000000000e-10, 7.727119874754586e+11, 1.050678753653460e+05, 4.989640937254438e+02, 0.000000000000000e+00, 1.032395463396264e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.666640952475292e-05, 3.172922385518376e-03, 2.782717121067405e-04, -7.849115907099560e+02, 1.586548173273075e-01, 9.493291291278428e-23
2044, 3.938585608585894e-01, 3.444937095501901e-02, 7.329848760062667e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.624373773162788e+05, 1.000000000000000e-10, 7.732515644708196e+11, 1.049749509265115e+05, 4.989086248521222e+02, 0.000000000000000e+00, 1.027830344604837e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.666439016061858e-05, 3.172662834644987e-03, 2.772631562995273e-04, -7.811443245879115e+02, 1.585968402537530e-01, 9.479330883562315e-23
2045, 3.908747290732559e-01, 3.418902082527982e-02, 7.325482432689648e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.622610408099631e+05, 1.000000000000000e-10, 7.736722962483201e+11, 1.049044163239852e+05, 4.988705718357816e+02, 0.000000000000000e+00, 1.024365176092901e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.666300475729953e-05, 3.172694299122948e-03, 2.765058708717182e-04, -7.787725573855110e+02, 1.585569747014754e-01, 9.468532305197015e-23
2046, 3.878908444515973e-01, 3.392927400691816e-02, 7.322080184900748e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.621245566450695e+05, 1.000000000000000e-10, 7.740023867272550e+11, 1.048498226580277e+05, 4.988426354190604e+02, 0.000000000000000e+00, 1.021683141382969e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.666198763482753e-05, 3.172983683475413e-03, 2.759967876886515e-04, -7.771922454838968e+02, 1.585322732919607e-01, 9.460099352189402e-23
2047, 3.849069255741160e-01, 3.366992121443163e-02, 7.321566402350732e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.621180211271737e+05, 1.000000000000000e-10, 7.740801545434249e+11, 1.048472084508694e+05, 4.988652026784347e+02, 0.000000000000000e+00, 1.021554712668491e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.666280927681379e-05, 3.173991301555743e-03, 2.757751558324083e-04, -7.823219109756711e+02, 1.585463274670429e-01, 9.458482566564291e-23
2048, 3.819229907814365e-01, 3.341075154749400e-02, 7.320481733008806e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.620727540794411e+05, 1.000000000000000e-10, 7.741819821495336e+11, 1.048291016317764e+05, 4.988529537091702e+02, 0.000000000000000e+00, 1.020665175092249e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.666236331164729e-05, 3.174123072120181e-03, 2.757037109593861e-04, -7.833387382041524e+02, 1.585403469564947e-01, 9.455838112482171e-23
2049, 3.789390584579964e-01, 3.315155344070582e-02, 7.321839813776132e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.621360260526568e+05, 1.000000000000000e-10, 7.740676075734536e+11, 1.048544104210627e+05, 4.988808399475422e+02, 0.000000000000000e+00, 1.021908525399317e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.666337859596069e-05, 3.175019492387966e-03, 2.759242763030205e-04, -7.897403654427551e+02, 1.585717090168922e-01, 9.458988346327220e-23
2050, 3.759551468027295e-01, 3.289211755647066e-02, 7.323326396765787e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.621939180954945e+05, 1.000000000000000e-10, 7.739198683287471e+11, 1.048775672381977e+05, 4.988897248367891e+02, 0.000000000000000e+00, 1.023046155310014e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.666370207129525e-05, 3.175377601958472e-03, 2.763059447561786e-04, -7.937233034866982e+02, 1.585955809700645e-01, 9.462715205389156e-23
2051, 3.729712713693227e-01, 3.263226557754815e-02, 7.326465243629160e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.623262763663142e+05, 1.000000000000000e-10, 7.736281422406707e+11, 1.049305105465256e+05, 4.989277245262049e+02, 0.000000000000000e+00, 1.025647112547522e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.666508550467083e-05, 3.176129507211498e-03, 2.768185076814221e-04, -8.018254477061712e+02, 1.586410793119951e-01, 9.470339153473172e-23
2052, 3.699874322978723e-01, 3.237199587385271e-02, 7.328296589151316e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.623942354338555e+05, 1.000000000000000e-10, 7.734396596054504e+11, 1.049576941735421e+05, 4.989322636814387e+02, 0.000000000000000e+00, 1.026982568408958e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.666525075536870e-05, 3.176194108588389e-03, 2.772408967709230e-04, -8.056753456390769e+02, 1.586624365104692e-01, 9.475015470714993e-23
2053, 3.670036246304425e-01, 3.211136676691642e-02, 7.331344001210877e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.625243580063791e+05, 1.000000000000000e-10, 7.731599370700126e+11, 1.050097432025516e+05, 4.989721931121269e+02, 0.000000000000000e+00, 1.029539592195023e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.666670437573721e-05, 3.176880855116087e-03, 2.776549226324252e-04, -8.150784939817783e+02, 1.587046927200988e-01, 9.482382803966038e-23
